sys_id,name,hostname,fqdn,ip_address,os,os_version,ram_gb,cpus,company,environment,business_criticality,location,virtual,subnet,serial_number
SYS2108,mon-02109,mon-02109,mon-02109.dc1.corp,10.10.51.35,ubuntu,22.04,5,3,Corp,prod,medium,dc1,true,10.10.51.0/24,SN702108
SYS2109,app-02110,app-02110,app-02110.dc2.corp,10.20.52.236,ubuntu,22.04,5,5,Corp,dev,low,dc2,true,10.20.52.0/24,SN702109
SYS2110,app-02111,app-02111,app-02111.dc1.corp,10.10.24.16,rhel,8.6,6,3,Corp,prod,high,dc1,true,10.10.24.0/24,SN702110
SYS2111,srv-02112,srv-02112,srv-02112.dc2.corp,10.20.59.123,debian,11,12,7,Corp,prod,high,dc2,true,10.20.59.0/24,SN702111
SYS2112,app-02113,app-02113,app-02113.dc2.corp,10.20.12.238,ubuntu,22.04,5,5,Corp,prod,low,dc2,true,10.20.12.0/24,SN702112
SYS2113,web-02114,web-02114,web-02114.dc2.corp,10.20.22.131,centos,8.4,7,4,Corp,prod,medium,dc2,true,10.20.22.0/24,SN702113
SYS2114,app-02115,app-02115,app-02115.dc1.corp,10.10.25.102,ubuntu,22.04,4,6,Corp,staging,medium,dc1,true,10.10.25.0/24,SN702114
SYS2115,app-02116,app-02116,app-02116.dc3.corp,10.30.41.50,ubuntu,22.04,15,6,Corp,staging,medium,dc3,true,10.30.41.0/24,SN702115
SYS2116,srv-02117,srv-02117,srv-02117.dc1.corp,10.10.8.249,centos,7.9,6,8,Corp,prod,low,dc1,true,10.10.8.0/24,SN702116
SYS2117,app-02118,app-02118,app-02118.dc2.corp,10.20.4.173,rhel,8.6,15,4,Corp,prod,medium,dc2,true,10.20.4.0/24,SN702117
SYS2118,srv-02119,srv-02119,srv-02119.dc2.corp,10.20.10.92,windows,2019,15,4,Corp,prod,high,dc2,true,10.20.10.0/24,SN702118
SYS2119,cache-02120,cache-02120,cache-02120.dc2.corp,10.20.8.128,centos,7.9,21,4,Corp,prod,low,dc2,true,10.20.8.0/24,SN702119
SYS2120,app-02121,app-02121,app-02121.dc1.corp,10.10.12.43,centos,7.9,10,5,Corp,staging,medium,dc1,true,10.10.12.0/24,SN702120
SYS2121,srv-02122,srv-02122,srv-02122.dc1.corp,10.10.52.68,ubuntu,22.04,5,3,Corp,prod,medium,dc1,true,10.10.52.0/24,SN702121
SYS2122,srv-02123,srv-02123,srv-02123.dc2.corp,10.20.35.211,windows,2019,7,8,Corp,dev,high,dc2,true,10.20.35.0/24,SN702122
SYS2123,app-02124,app-02124,app-02124.dc3.corp,10.30.33.217,ubuntu,22.04,8,4,Corp,prod,high,dc3,true,10.30.33.0/24,SN702123
SYS2124,db-02125,db-02125,db-02125.dc2.corp,10.20.24.159,oracle linux,8.6,49,8,Corp,prod,high,dc2,true,10.20.24.0/24,SN702124
SYS2125,srv-02126,srv-02126,srv-02126.dc1.corp,10.10.29.129,debian,11,13,2,Corp,staging,medium,dc1,true,10.10.29.0/24,SN702125
SYS2126,k8s-w-02127,k8s-w-02127,k8s-w-02127.dc1.corp,10.10.39.191,ubuntu,22.04,64,16,Corp,prod,low,dc1,false,10.10.39.0/24,SN702126
SYS2127,app-02128,app-02128,app-02128.dc2.corp,10.20.23.147,centos,7.9,11,5,Corp,prod,high,dc2,true,10.20.23.0/24,SN702127
SYS2128,web-02129,web-02129,web-02129.dc2.corp,10.20.42.96,ubuntu,22.04,8,3,Corp,prod,high,dc2,true,10.20.42.0/24,SN702128
SYS2129,hdop-02130,hdop-02130,hdop-02130.dc1.corp,10.10.60.198,centos,7.9,64,16,Corp,prod,low,dc1,false,10.10.60.0/24,SN702129
SYS2130,app-02131,app-02131,app-02131.dc1.corp,10.10.16.120,ubuntu,22.04,16,4,Corp,prod,high,dc1,true,10.10.16.0/24,SN702130
SYS2131,k8s-w-02132,k8s-w-02132,k8s-w-02132.dc1.corp,10.10.17.161,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.17.0/24,SN702131
SYS2132,k8s-w-02133,k8s-w-02133,k8s-w-02133.dc1.corp,10.10.49.12,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.49.0/24,SN702132
SYS2133,cache-02134,cache-02134,cache-02134.dc1.corp,10.10.7.245,centos,7.9,18,4,Corp,staging,low,dc1,true,10.10.7.0/24,SN702133
SYS2134,srv-02135,srv-02135,srv-02135.dc3.corp,10.30.24.139,debian,11,8,7,Corp,prod,high,dc3,true,10.30.24.0/24,SN702134
SYS2135,srv-02136,srv-02136,srv-02136.dc1.corp,10.10.49.151,windows,2019,11,6,Corp,dev,high,dc1,true,10.10.49.0/24,SN702135
SYS2136,db-02137,db-02137,db-02137.dc3.corp,10.30.54.216,oracle linux,8.6,35,16,Corp,prod,medium,dc3,true,10.30.54.0/24,SN702136
SYS2137,app-02138,app-02138,app-02138.dc3.corp,10.30.41.136,ubuntu,22.04,13,3,Corp,dev,medium,dc3,true,10.30.41.0/24,SN702137
SYS2138,srv-02139,srv-02139,srv-02139.dc2.corp,10.20.56.104,debian,11,15,8,Corp,dev,high,dc2,true,10.20.56.0/24,SN702138
SYS2139,srv-02140,srv-02140,srv-02140.dc1.corp,10.10.8.158,centos,7.9,10,6,Corp,staging,medium,dc1,true,10.10.8.0/24,SN702139
SYS2140,hdop-02141,hdop-02141,hdop-02141.dc1.corp,10.10.5.13,centos,7.9,64,16,Corp,prod,medium,dc1,false,10.10.5.0/24,SN702140
SYS2141,app-02142,app-02142,app-02142.dc1.corp,10.10.57.147,centos,7.9,5,8,Corp,prod,medium,dc1,true,10.10.57.0/24,SN702141
SYS2142,app-02143,app-02143,app-02143.dc1.corp,10.10.40.73,rhel,8.6,6,5,Corp,staging,medium,dc1,true,10.10.40.0/24,SN702142
SYS2143,app-02144,app-02144,app-02144.dc2.corp,10.20.15.226,centos,7.9,15,6,Corp,prod,high,dc2,true,10.20.15.0/24,SN702143
SYS2144,web-02145,web-02145,web-02145.dc1.corp,10.10.11.88,centos,8.4,4,4,Corp,prod,high,dc1,true,10.10.11.0/24,SN702144
SYS2145,db-02146,db-02146,db-02146.dc1.corp,10.10.18.64,centos,7.9,32,9,Corp,prod,low,dc1,true,10.10.18.0/24,SN702145
SYS2146,db-02147,db-02147,db-02147.dc2.corp,10.20.43.201,centos,7.9,42,13,Corp,dev,medium,dc2,true,10.20.43.0/24,SN702146
SYS2147,app-02148,app-02148,app-02148.dc1.corp,10.10.28.240,ubuntu,22.04,12,5,Corp,prod,medium,dc1,true,10.10.28.0/24,SN702147
SYS2148,app-02149,app-02149,app-02149.dc1.corp,10.10.14.56,rhel,8.6,12,3,Corp,prod,medium,dc1,true,10.10.14.0/24,SN702148
SYS2149,srv-02150,srv-02150,srv-02150.dc2.corp,10.20.59.209,centos,7.9,9,6,Corp,prod,low,dc2,true,10.20.59.0/24,SN702149
SYS2150,app-02151,app-02151,app-02151.dc1.corp,10.10.1.21,ubuntu,22.04,7,2,Corp,prod,medium,dc1,true,10.10.1.0/24,SN702150
SYS2151,k8s-w-02152,k8s-w-02152,k8s-w-02152.dc1.corp,10.10.55.132,ubuntu,22.04,64,16,Corp,staging,medium,dc1,false,10.10.55.0/24,SN702151
SYS2152,app-02153,app-02153,app-02153.dc2.corp,10.20.21.183,centos,7.9,15,5,Corp,prod,medium,dc2,true,10.20.21.0/24,SN702152
SYS2153,web-02154,web-02154,web-02154.dc1.corp,10.10.47.96,ubuntu,22.04,7,3,Corp,prod,medium,dc1,true,10.10.47.0/24,SN702153
SYS2154,app-02155,app-02155,app-02155.dc2.corp,10.20.50.21,rhel,8.6,12,6,Corp,prod,high,dc2,true,10.20.50.0/24,SN702154
SYS2155,web-02156,web-02156,web-02156.dc1.corp,10.10.38.109,ubuntu,22.04,4,3,Corp,prod,high,dc1,true,10.10.38.0/24,SN702155
SYS2156,srv-02157,srv-02157,srv-02157.dc2.corp,10.20.44.6,ubuntu,22.04,15,6,Corp,prod,high,dc2,true,10.20.44.0/24,SN702156
SYS2157,hdop-02158,hdop-02158,hdop-02158.dc2.corp,10.20.23.149,centos,7.9,64,16,Corp,prod,medium,dc2,false,10.20.23.0/24,SN702157
SYS2158,web-02159,web-02159,web-02159.dc2.corp,10.20.21.59,ubuntu,22.04,8,4,Corp,prod,high,dc2,true,10.20.21.0/24,SN702158
SYS2159,app-02160,app-02160,app-02160.dc1.corp,10.10.9.150,ubuntu,22.04,14,7,Corp,prod,high,dc1,true,10.10.9.0/24,SN702159
SYS2160,web-02161,web-02161,web-02161.dc1.corp,10.10.5.197,ubuntu,22.04,8,2,Corp,prod,low,dc1,true,10.10.5.0/24,SN702160
SYS2161,cache-02162,cache-02162,cache-02162.dc1.corp,10.10.20.176,centos,7.9,16,4,Corp,prod,medium,dc1,true,10.10.20.0/24,SN702161
SYS2162,app-02163,app-02163,app-02163.dc1.corp,10.10.33.51,ubuntu,22.04,13,7,Corp,staging,high,dc1,true,10.10.33.0/24,SN702162
SYS2163,srv-02164,srv-02164,srv-02164.dc2.corp,10.20.41.89,centos,7.9,11,5,Corp,prod,medium,dc2,true,10.20.41.0/24,SN702163
SYS2164,web-02165,web-02165,web-02165.dc1.corp,10.10.21.4,centos,8.4,6,3,Corp,staging,high,dc1,true,10.10.21.0/24,SN702164
SYS2165,app-02166,app-02166,app-02166.dc1.corp,10.10.8.215,rhel,8.6,16,6,Corp,prod,low,dc1,true,10.10.8.0/24,SN702165
SYS2166,web-02167,web-02167,web-02167.dc1.corp,10.10.2.217,ubuntu,22.04,7,2,Corp,prod,low,dc1,true,10.10.2.0/24,SN702166
SYS2167,app-02168,app-02168,app-02168.dc1.corp,10.10.36.226,rhel,8.6,8,8,Corp,prod,high,dc1,true,10.10.36.0/24,SN702167
SYS2168,db-02169,db-02169,db-02169.dc2.corp,10.20.40.190,centos,7.9,62,13,Corp,prod,medium,dc2,true,10.20.40.0/24,SN702168
SYS2169,srv-02170,srv-02170,srv-02170.dc2.corp,10.20.60.247,centos,7.9,9,6,Corp,prod,high,dc2,true,10.20.60.0/24,SN702169
SYS2170,srv-02171,srv-02171,srv-02171.dc2.corp,10.20.49.175,centos,7.9,4,2,Corp,prod,medium,dc2,true,10.20.49.0/24,SN702170
SYS2171,app-02172,app-02172,app-02172.dc3.corp,10.30.25.76,rhel,8.6,14,4,Corp,prod,low,dc3,true,10.30.25.0/24,SN702171
SYS2172,app-02173,app-02173,app-02173.dc2.corp,10.20.19.112,rhel,8.6,11,3,Corp,dev,low,dc2,true,10.20.19.0/24,SN702172
SYS2173,app-02174,app-02174,app-02174.dc1.corp,10.10.57.166,ubuntu,22.04,4,7,Corp,prod,high,dc1,true,10.10.57.0/24,SN702173
SYS2174,app-02175,app-02175,app-02175.dc1.corp,10.10.59.77,centos,7.9,9,5,Corp,staging,high,dc1,true,10.10.59.0/24,SN702174
SYS2175,app-02176,app-02176,app-02176.dc2.corp,10.20.36.233,rhel,8.6,10,2,Corp,prod,low,dc2,true,10.20.36.0/24,SN702175
SYS2176,app-02177,app-02177,app-02177.dc1.corp,10.10.23.158,centos,7.9,6,5,Corp,staging,medium,dc1,true,10.10.23.0/24,SN702176
SYS2177,srv-02178,srv-02178,srv-02178.dc1.corp,10.10.8.157,ubuntu,22.04,10,4,Corp,staging,low,dc1,true,10.10.8.0/24,SN702177
SYS2178,app-02179,app-02179,app-02179.dc1.corp,10.10.32.80,centos,7.9,14,7,Corp,prod,high,dc1,true,10.10.32.0/24,SN702178
SYS2179,app-02180,app-02180,app-02180.dc1.corp,10.10.21.26,ubuntu,22.04,16,7,Corp,prod,medium,dc1,true,10.10.21.0/24,SN702179
SYS2180,app-02181,app-02181,app-02181.dc1.corp,10.10.14.28,centos,7.9,5,5,Corp,dev,medium,dc1,true,10.10.14.0/24,SN702180
SYS2181,app-02182,app-02182,app-02182.dc1.corp,10.10.56.19,rhel,8.6,10,3,Corp,prod,high,dc1,true,10.10.56.0/24,SN702181
SYS2182,app-02183,app-02183,app-02183.dc1.corp,10.10.18.139,rhel,8.6,14,3,Corp,dev,medium,dc1,true,10.10.18.0/24,SN702182
SYS2183,mon-02184,mon-02184,mon-02184.dc1.corp,10.10.12.151,ubuntu,22.04,6,4,Corp,staging,medium,dc1,true,10.10.12.0/24,SN702183
SYS2184,app-02185,app-02185,app-02185.dc1.corp,10.10.33.85,ubuntu,22.04,15,3,Corp,staging,high,dc1,true,10.10.33.0/24,SN702184
SYS2185,k8s-w-02186,k8s-w-02186,k8s-w-02186.dc1.corp,10.10.4.94,ubuntu,22.04,64,16,Corp,prod,low,dc1,false,10.10.4.0/24,SN702185
SYS2186,app-02187,app-02187,app-02187.dc1.corp,10.10.14.93,ubuntu,22.04,8,5,Corp,prod,medium,dc1,true,10.10.14.0/24,SN702186
SYS2187,app-02188,app-02188,app-02188.dc1.corp,10.10.55.120,rhel,8.6,15,7,Corp,staging,low,dc1,true,10.10.55.0/24,SN702187
SYS2188,cache-02189,cache-02189,cache-02189.dc3.corp,10.30.22.61,centos,7.9,24,4,Corp,prod,high,dc3,true,10.30.22.0/24,SN702188
SYS2189,db-02190,db-02190,db-02190.dc1.corp,10.10.51.19,centos,7.9,44,11,Corp,prod,high,dc1,true,10.10.51.0/24,SN702189
SYS2190,app-02191,app-02191,app-02191.dc1.corp,10.10.31.131,rhel,8.6,13,6,Corp,dev,high,dc1,true,10.10.31.0/24,SN702190
SYS2191,srv-02192,srv-02192,srv-02192.dc1.corp,10.10.19.213,centos,7.9,16,4,Corp,prod,high,dc1,true,10.10.19.0/24,SN702191
SYS2192,web-02193,web-02193,web-02193.dc1.corp,10.10.27.85,ubuntu,22.04,4,4,Corp,prod,medium,dc1,true,10.10.27.0/24,SN702192
SYS2193,srv-02194,srv-02194,srv-02194.dc1.corp,10.10.37.223,ubuntu,22.04,16,5,Corp,staging,high,dc1,true,10.10.37.0/24,SN702193
SYS2194,app-02195,app-02195,app-02195.dc2.corp,10.20.48.124,rhel,8.6,7,5,Corp,prod,medium,dc2,true,10.20.48.0/24,SN702194
SYS2195,srv-02196,srv-02196,srv-02196.dc1.corp,10.10.9.152,windows,2019,5,6,Corp,dev,low,dc1,true,10.10.9.0/24,SN702195
SYS2196,cache-02197,cache-02197,cache-02197.dc1.corp,10.10.37.151,centos,7.9,24,4,Corp,dev,medium,dc1,true,10.10.37.0/24,SN702196
SYS2197,hdop-02198,hdop-02198,hdop-02198.dc1.corp,10.10.15.183,centos,7.9,64,16,Corp,prod,medium,dc1,false,10.10.15.0/24,SN702197
SYS2198,hdop-02199,hdop-02199,hdop-02199.dc1.corp,10.10.33.200,centos,7.9,64,16,Corp,prod,high,dc1,false,10.10.33.0/24,SN702198
SYS2199,srv-02200,srv-02200,srv-02200.dc1.corp,10.10.53.200,windows,2019,9,6,Corp,prod,low,dc1,true,10.10.53.0/24,SN702199
SYS2200,app-02201,app-02201,app-02201.dc1.corp,10.10.8.217,rhel,8.6,9,6,Corp,staging,medium,dc1,true,10.10.8.0/24,SN702200
SYS2201,app-02202,app-02202,app-02202.dc2.corp,10.20.58.171,centos,7.9,15,5,Corp,prod,medium,dc2,true,10.20.58.0/24,SN702201
SYS2202,srv-02203,srv-02203,srv-02203.dc2.corp,10.20.58.22,debian,11,12,6,Corp,prod,low,dc2,true,10.20.58.0/24,SN702202
SYS2203,app-02204,app-02204,app-02204.dc3.corp,10.30.22.209,ubuntu,22.04,13,8,Corp,prod,high,dc3,true,10.30.22.0/24,SN702203
SYS2204,srv-02205,srv-02205,srv-02205.dc1.corp,10.10.34.28,ubuntu,22.04,11,5,Corp,staging,low,dc1,true,10.10.34.0/24,SN702204
SYS2205,app-02206,app-02206,app-02206.dc1.corp,10.10.55.139,centos,7.9,4,7,Corp,prod,medium,dc1,true,10.10.55.0/24,SN702205
SYS2206,cache-02207,cache-02207,cache-02207.dc1.corp,10.10.53.7,centos,7.9,24,4,Corp,dev,high,dc1,true,10.10.53.0/24,SN702206
SYS2207,k8s-w-02208,k8s-w-02208,k8s-w-02208.dc1.corp,10.10.36.222,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.36.0/24,SN702207
SYS2208,cache-02209,cache-02209,cache-02209.dc2.corp,10.20.35.194,centos,7.9,18,4,Corp,prod,medium,dc2,true,10.20.35.0/24,SN702208
SYS2209,srv-02210,srv-02210,srv-02210.dc2.corp,10.20.44.103,windows,2019,4,7,Corp,staging,high,dc2,true,10.20.44.0/24,SN702209
SYS2210,mon-02211,mon-02211,mon-02211.dc1.corp,10.10.55.138,ubuntu,22.04,8,2,Corp,prod,high,dc1,true,10.10.55.0/24,SN702210
SYS2211,srv-02212,srv-02212,srv-02212.dc1.corp,10.10.47.111,windows,2019,6,4,Corp,prod,high,dc1,true,10.10.47.0/24,SN702211
SYS2212,cache-02213,cache-02213,cache-02213.dc1.corp,10.10.57.36,centos,7.9,32,4,Corp,staging,medium,dc1,true,10.10.57.0/24,SN702212
SYS2213,app-02214,app-02214,app-02214.dc1.corp,10.10.51.129,ubuntu,22.04,10,3,Corp,prod,medium,dc1,true,10.10.51.0/24,SN702213
SYS2214,srv-02215,srv-02215,srv-02215.dc1.corp,10.10.26.147,ubuntu,22.04,5,5,Corp,prod,medium,dc1,true,10.10.26.0/24,SN702214
SYS2215,app-02216,app-02216,app-02216.dc1.corp,10.10.21.225,centos,7.9,13,8,Corp,prod,medium,dc1,true,10.10.21.0/24,SN702215
SYS2216,app-02217,app-02217,app-02217.dc1.corp,10.10.25.212,rhel,8.6,11,4,Corp,prod,medium,dc1,true,10.10.25.0/24,SN702216
SYS2217,cache-02218,cache-02218,cache-02218.dc1.corp,10.10.16.102,centos,7.9,27,4,Corp,staging,medium,dc1,true,10.10.16.0/24,SN702217
SYS2218,app-02219,app-02219,app-02219.dc1.corp,10.10.2.220,centos,7.9,12,8,Corp,dev,high,dc1,true,10.10.2.0/24,SN702218
SYS2219,k8s-m-02220,k8s-m-02220,k8s-m-02220.dc1.corp,10.10.6.98,ubuntu,22.04,16,8,Corp,prod,high,dc1,false,10.10.6.0/24,SN702219
SYS2220,app-02221,app-02221,app-02221.dc2.corp,10.20.45.120,rhel,8.6,10,7,Corp,prod,medium,dc2,true,10.20.45.0/24,SN702220
SYS2221,app-02222,app-02222,app-02222.dc1.corp,10.10.8.50,rhel,8.6,10,4,Corp,staging,medium,dc1,true,10.10.8.0/24,SN702221
SYS2222,db-02223,db-02223,db-02223.dc1.corp,10.10.28.36,centos,7.9,45,15,Corp,prod,medium,dc1,true,10.10.28.0/24,SN702222
SYS2223,app-02224,app-02224,app-02224.dc1.corp,10.10.38.83,ubuntu,22.04,8,7,Corp,prod,medium,dc1,true,10.10.38.0/24,SN702223
SYS2224,srv-02225,srv-02225,srv-02225.dc1.corp,10.10.49.222,windows,2019,16,6,Corp,prod,high,dc1,true,10.10.49.0/24,SN702224
SYS2225,k8s-w-02226,k8s-w-02226,k8s-w-02226.dc2.corp,10.20.40.132,ubuntu,22.04,64,16,Corp,prod,high,dc2,false,10.20.40.0/24,SN702225
SYS2226,srv-02227,srv-02227,srv-02227.dc2.corp,10.20.48.230,debian,11,15,2,Corp,prod,medium,dc2,true,10.20.48.0/24,SN702226
SYS2227,app-02228,app-02228,app-02228.dc1.corp,10.10.28.208,ubuntu,22.04,11,2,Corp,prod,medium,dc1,true,10.10.28.0/24,SN702227
SYS2228,srv-02229,srv-02229,srv-02229.dc2.corp,10.20.50.214,centos,7.9,10,8,Corp,staging,medium,dc2,true,10.20.50.0/24,SN702228
SYS2229,app-02230,app-02230,app-02230.dc3.corp,10.30.14.142,centos,7.9,12,6,Corp,staging,medium,dc3,true,10.30.14.0/24,SN702229
SYS2230,k8s-w-02231,k8s-w-02231,k8s-w-02231.dc1.corp,10.10.1.214,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.1.0/24,SN702230
SYS2231,app-02232,app-02232,app-02232.dc1.corp,10.10.13.133,centos,7.9,4,6,Corp,prod,low,dc1,true,10.10.13.0/24,SN702231
SYS2232,srv-02233,srv-02233,srv-02233.dc1.corp,10.10.3.69,ubuntu,22.04,6,6,Corp,prod,medium,dc1,true,10.10.3.0/24,SN702232
SYS2233,k8s-w-02234,k8s-w-02234,k8s-w-02234.dc2.corp,10.20.30.36,ubuntu,22.04,64,16,Corp,prod,medium,dc2,false,10.20.30.0/24,SN702233
SYS2234,srv-02235,srv-02235,srv-02235.dc1.corp,10.10.46.27,centos,7.9,4,2,Corp,staging,medium,dc1,true,10.10.46.0/24,SN702234
SYS2235,app-02236,app-02236,app-02236.dc1.corp,10.10.40.125,ubuntu,22.04,16,4,Corp,prod,high,dc1,true,10.10.40.0/24,SN702235
SYS2236,app-02237,app-02237,app-02237.dc1.corp,10.10.38.190,rhel,8.6,6,3,Corp,staging,medium,dc1,true,10.10.38.0/24,SN702236
SYS2237,app-02238,app-02238,app-02238.dc1.corp,10.10.32.217,ubuntu,22.04,13,4,Corp,prod,medium,dc1,true,10.10.32.0/24,SN702237
SYS2238,app-02239,app-02239,app-02239.dc1.corp,10.10.7.138,centos,7.9,15,4,Corp,prod,medium,dc1,true,10.10.7.0/24,SN702238
SYS2239,app-02240,app-02240,app-02240.dc2.corp,10.20.31.5,ubuntu,22.04,12,5,Corp,prod,high,dc2,true,10.20.31.0/24,SN702239
SYS2240,web-02241,web-02241,web-02241.dc1.corp,10.10.51.62,centos,8.4,5,2,Corp,staging,medium,dc1,true,10.10.51.0/24,SN702240
SYS2241,srv-02242,srv-02242,srv-02242.dc1.corp,10.10.35.151,windows,2019,6,7,Corp,prod,medium,dc1,true,10.10.35.0/24,SN702241
SYS2242,app-02243,app-02243,app-02243.dc1.corp,10.10.9.87,ubuntu,22.04,13,5,Corp,prod,medium,dc1,true,10.10.9.0/24,SN702242
SYS2243,app-02244,app-02244,app-02244.dc1.corp,10.10.42.45,ubuntu,22.04,13,3,Corp,prod,medium,dc1,true,10.10.42.0/24,SN702243
SYS2244,app-02245,app-02245,app-02245.dc2.corp,10.20.5.169,rhel,8.6,10,8,Corp,prod,medium,dc2,true,10.20.5.0/24,SN702244
SYS2245,app-02246,app-02246,app-02246.dc1.corp,10.10.50.106,centos,7.9,16,2,Corp,staging,low,dc1,true,10.10.50.0/24,SN702245
SYS2246,srv-02247,srv-02247,srv-02247.dc3.corp,10.30.54.3,centos,7.9,6,6,Corp,prod,high,dc3,true,10.30.54.0/24,SN702246
SYS2247,app-02248,app-02248,app-02248.dc1.corp,10.10.20.77,centos,7.9,4,5,Corp,dev,high,dc1,true,10.10.20.0/24,SN702247
SYS2248,app-02249,app-02249,app-02249.dc1.corp,10.10.59.152,centos,7.9,14,2,Corp,prod,high,dc1,true,10.10.59.0/24,SN702248
SYS2249,app-02250,app-02250,app-02250.dc1.corp,10.10.29.206,rhel,8.6,15,7,Corp,prod,medium,dc1,true,10.10.29.0/24,SN702249
SYS2250,app-02251,app-02251,app-02251.dc2.corp,10.20.7.59,centos,7.9,14,3,Corp,prod,medium,dc2,true,10.20.7.0/24,SN702250
SYS2251,web-02252,web-02252,web-02252.dc1.corp,10.10.9.71,ubuntu,22.04,6,4,Corp,staging,low,dc1,true,10.10.9.0/24,SN702251
SYS2252,srv-02253,srv-02253,srv-02253.dc1.corp,10.10.7.149,debian,11,12,6,Corp,prod,high,dc1,true,10.10.7.0/24,SN702252
SYS2253,app-02254,app-02254,app-02254.dc1.corp,10.10.49.181,rhel,8.6,5,6,Corp,prod,low,dc1,true,10.10.49.0/24,SN702253
SYS2254,srv-02255,srv-02255,srv-02255.dc2.corp,10.20.33.174,windows,2019,11,4,Corp,prod,low,dc2,true,10.20.33.0/24,SN702254
SYS2255,app-02256,app-02256,app-02256.dc1.corp,10.10.30.8,ubuntu,22.04,4,5,Corp,dev,high,dc1,true,10.10.30.0/24,SN702255
SYS2256,web-02257,web-02257,web-02257.dc1.corp,10.10.37.35,centos,8.4,4,4,Corp,prod,medium,dc1,true,10.10.37.0/24,SN702256
SYS2257,web-02258,web-02258,web-02258.dc2.corp,10.20.53.198,centos,8.4,7,2,Corp,prod,medium,dc2,true,10.20.53.0/24,SN702257
SYS2258,web-02259,web-02259,web-02259.dc1.corp,10.10.28.116,centos,8.4,6,2,Corp,dev,high,dc1,true,10.10.28.0/24,SN702258
SYS2259,db-02260,db-02260,db-02260.dc1.corp,10.10.55.4,centos,7.9,58,11,Corp,prod,high,dc1,true,10.10.55.0/24,SN702259
SYS2260,srv-02261,srv-02261,srv-02261.dc3.corp,10.30.1.93,ubuntu,22.04,15,7,Corp,prod,high,dc3,true,10.30.1.0/24,SN702260
SYS2261,app-02262,app-02262,app-02262.dc1.corp,10.10.25.65,centos,7.9,7,8,Corp,prod,medium,dc1,true,10.10.25.0/24,SN702261
SYS2262,mon-02263,mon-02263,mon-02263.dc2.corp,10.20.34.198,ubuntu,22.04,5,3,Corp,prod,high,dc2,true,10.20.34.0/24,SN702262
SYS2263,srv-02264,srv-02264,srv-02264.dc1.corp,10.10.55.219,centos,7.9,5,4,Corp,prod,medium,dc1,true,10.10.55.0/24,SN702263
SYS2264,web-02265,web-02265,web-02265.dc1.corp,10.10.54.150,centos,8.4,5,2,Corp,prod,medium,dc1,true,10.10.54.0/24,SN702264
SYS2265,srv-02266,srv-02266,srv-02266.dc1.corp,10.10.47.88,windows,2019,15,7,Corp,prod,medium,dc1,true,10.10.47.0/24,SN702265
SYS2266,db-02267,db-02267,db-02267.dc1.corp,10.10.4.7,centos,7.9,59,16,Corp,prod,high,dc1,true,10.10.4.0/24,SN702266
SYS2267,db-02268,db-02268,db-02268.dc1.corp,10.10.29.23,centos,7.9,59,11,Corp,prod,low,dc1,true,10.10.29.0/24,SN702267
SYS2268,srv-02269,srv-02269,srv-02269.dc2.corp,10.20.22.130,debian,11,14,2,Corp,prod,medium,dc2,true,10.20.22.0/24,SN702268
SYS2269,srv-02270,srv-02270,srv-02270.dc1.corp,10.10.1.19,debian,11,4,3,Corp,prod,low,dc1,true,10.10.1.0/24,SN702269
SYS2270,app-02271,app-02271,app-02271.dc1.corp,10.10.37.154,centos,7.9,10,4,Corp,prod,medium,dc1,true,10.10.37.0/24,SN702270
SYS2271,cache-02272,cache-02272,cache-02272.dc2.corp,10.20.36.37,centos,7.9,29,4,Corp,prod,high,dc2,true,10.20.36.0/24,SN702271
SYS2272,srv-02273,srv-02273,srv-02273.dc1.corp,10.10.33.40,centos,7.9,6,8,Corp,staging,high,dc1,true,10.10.33.0/24,SN702272
SYS2273,k8s-w-02274,k8s-w-02274,k8s-w-02274.dc2.corp,10.20.34.90,ubuntu,22.04,64,16,Corp,prod,high,dc2,false,10.20.34.0/24,SN702273
SYS2274,db-02275,db-02275,db-02275.dc3.corp,10.30.13.107,oracle linux,8.6,61,10,Corp,prod,medium,dc3,true,10.30.13.0/24,SN702274
SYS2275,srv-02276,srv-02276,srv-02276.dc1.corp,10.10.7.199,ubuntu,22.04,11,4,Corp,prod,high,dc1,true,10.10.7.0/24,SN702275
SYS2276,srv-02277,srv-02277,srv-02277.dc1.corp,10.10.12.203,debian,11,12,2,Corp,prod,high,dc1,true,10.10.12.0/24,SN702276
SYS2277,srv-02278,srv-02278,srv-02278.dc2.corp,10.20.57.10,debian,11,4,6,Corp,prod,medium,dc2,true,10.20.57.0/24,SN702277
SYS2278,web-02279,web-02279,web-02279.dc1.corp,10.10.9.145,centos,8.4,4,2,Corp,prod,high,dc1,true,10.10.9.0/24,SN702278
SYS2279,db-02280,db-02280,db-02280.dc2.corp,10.20.13.233,oracle linux,8.6,33,9,Corp,prod,low,dc2,true,10.20.13.0/24,SN702279
SYS2280,mon-02281,mon-02281,mon-02281.dc1.corp,10.10.35.185,ubuntu,22.04,6,2,Corp,prod,low,dc1,true,10.10.35.0/24,SN702280
