VM,Network,IP Address,Connected,MAC Address
app-01547,dvPG-vlan54,10.10.45.152,TRUE,00:50:56:a0:a0:a0
srv-01548,dvPG-vlan79,10.10.31.66,TRUE,00:50:56:8a:8a:8a
app-01549,dvPG-vlan14,10.10.22.156,TRUE,00:50:56:73:73:73
app-01550,dvPG-vlan85,10.10.1.177,TRUE,00:50:56:9c:9c:9c
srv-01551,dvPG-vlan78,10.10.37.101,TRUE,00:50:56:4a:4a:4a
app-01553,dvPG-vlan10,10.30.31.126,TRUE,00:50:56:94:94:94
web-01554,dvPG-vlan73,10.10.38.218,TRUE,00:50:56:22:22:22
app-01555,dvPG-vlan82,10.10.9.191,TRUE,00:50:56:cc:cc:cc
app-01556,dvPG-vlan23,10.10.45.164,TRUE,00:50:56:ad:ad:ad
web-01557,dvPG-vlan55,10.10.17.226,TRUE,00:50:56:24:24:24
db-01558,dvPG-vlan79,10.10.13.116,TRUE,00:50:56:67:67:67
app-01559,dvPG-vlan39,10.20.8.145,TRUE,00:50:56:a7:a7:a7
app-01560,dvPG-vlan77,10.10.51.5,TRUE,00:50:56:94:94:94
db-01562,dvPG-vlan26,10.20.52.20,TRUE,00:50:56:5f:5f:5f
srv-01563,dvPG-vlan41,10.10.37.44,TRUE,00:50:56:16:16:16
app-01565,dvPG-vlan71,10.20.48.234,TRUE,00:50:56:af:af:af
app-01567,dvPG-vlan53,10.20.26.73,TRUE,00:50:56:b4:b4:b4
app-01568,dvPG-vlan85,10.20.32.100,TRUE,00:50:56:7e:7e:7e
app-01571,dvPG-vlan88,10.10.43.50,TRUE,00:50:56:cc:cc:cc
srv-01572,dvPG-vlan80,10.10.46.140,TRUE,00:50:56:ab:ab:ab
app-01573,dvPG-vlan86,10.20.41.65,TRUE,00:50:56:9a:9a:9a
srv-01574,dvPG-vlan82,10.10.46.71,TRUE,00:50:56:a1:a1:a1
web-01575,dvPG-vlan60,10.10.53.142,TRUE,00:50:56:5b:5b:5b
app-01576,dvPG-vlan75,10.10.38.212,TRUE,00:50:56:04:04:04
cache-01577,dvPG-vlan65,10.20.7.123,TRUE,00:50:56:ad:ad:ad
web-01578,dvPG-vlan18,10.20.3.218,TRUE,00:50:56:5d:5d:5d
app-01579,dvPG-vlan82,10.10.28.54,TRUE,00:50:56:a2:a2:a2
app-01580,dvPG-vlan83,10.10.15.160,TRUE,00:50:56:78:78:78
srv-01581,dvPG-vlan59,10.10.15.45,TRUE,00:50:56:35:35:35
app-01582,dvPG-vlan25,10.20.18.209,TRUE,00:50:56:45:45:45
app-01583,dvPG-vlan10,10.10.15.73,TRUE,00:50:56:7e:7e:7e
app-01584,dvPG-vlan62,10.20.15.27,TRUE,00:50:56:14:14:14
web-01586,dvPG-vlan57,10.20.39.54,TRUE,00:50:56:1e:1e:1e
app-01587,dvPG-vlan61,10.10.14.82,TRUE,00:50:56:30:30:30
app-01588,dvPG-vlan41,10.20.44.241,TRUE,00:50:56:04:04:04
app-01590,dvPG-vlan84,10.30.11.45,TRUE,00:50:56:45:45:45
app-01593,dvPG-vlan32,10.20.37.169,TRUE,00:50:56:b3:b3:b3
app-01594,dvPG-vlan22,10.20.46.21,TRUE,00:50:56:a0:a0:a0
app-01595,dvPG-vlan33,10.10.12.41,TRUE,00:50:56:90:90:90
app-01596,dvPG-vlan60,10.10.33.231,TRUE,00:50:56:a8:a8:a8
app-01597,dvPG-vlan45,10.10.24.148,TRUE,00:50:56:ad:ad:ad
web-01598,dvPG-vlan58,10.10.3.19,TRUE,00:50:56:da:da:da
app-01599,dvPG-vlan77,10.20.35.187,TRUE,00:50:56:55:55:55
web-01600,dvPG-vlan62,10.20.34.241,TRUE,00:50:56:d8:d8:d8
app-01601,dvPG-vlan87,10.10.54.78,TRUE,00:50:56:cd:cd:cd
srv-01602,dvPG-vlan65,10.10.2.57,TRUE,00:50:56:ca:ca:ca
srv-01603,dvPG-vlan41,10.20.20.103,TRUE,00:50:56:22:22:22
app-01604,dvPG-vlan26,10.10.57.54,TRUE,00:50:56:ee:ee:ee
web-01605,dvPG-vlan69,10.30.4.91,TRUE,00:50:56:34:34:34
srv-01606,dvPG-vlan71,10.20.3.241,TRUE,00:50:56:54:54:54
app-01607,dvPG-vlan81,10.10.10.192,TRUE,00:50:56:5a:5a:5a
app-01608,dvPG-vlan68,10.10.22.206,TRUE,00:50:56:aa:aa:aa
app-01609,dvPG-vlan65,10.10.29.196,TRUE,00:50:56:d7:d7:d7
srv-01610,dvPG-vlan58,10.20.10.240,TRUE,00:50:56:8c:8c:8c
app-01611,dvPG-vlan88,10.10.59.52,TRUE,00:50:56:84:84:84
web-01612,dvPG-vlan34,10.10.27.147,TRUE,00:50:56:40:40:40
web-01613,dvPG-vlan14,10.30.5.43,TRUE,00:50:56:65:65:65
app-01614,dvPG-vlan20,10.30.44.128,TRUE,00:50:56:eb:eb:eb
app-01617,dvPG-vlan23,10.30.38.78,TRUE,00:50:56:be:be:be
srv-01618,dvPG-vlan22,10.30.10.239,TRUE,00:50:56:a6:a6:a6
srv-01620,dvPG-vlan57,10.10.2.87,TRUE,00:50:56:6d:6d:6d
app-01621,dvPG-vlan46,10.10.28.219,TRUE,00:50:56:73:73:73
app-01622,dvPG-vlan11,10.10.7.23,TRUE,00:50:56:e0:e0:e0
app-01623,dvPG-vlan70,10.20.10.15,TRUE,00:50:56:c6:c6:c6
app-01624,dvPG-vlan15,10.30.43.148,TRUE,00:50:56:d1:d1:d1
app-01625,dvPG-vlan31,10.10.40.2,TRUE,00:50:56:c8:c8:c8
srv-01626,dvPG-vlan46,10.20.54.158,TRUE,00:50:56:9b:9b:9b
app-01627,dvPG-vlan46,10.20.32.157,TRUE,00:50:56:45:45:45
app-01628,dvPG-vlan61,10.20.33.80,TRUE,00:50:56:a1:a1:a1
web-01629,dvPG-vlan17,10.10.3.22,TRUE,00:50:56:a9:a9:a9
cache-01630,dvPG-vlan52,10.10.19.199,TRUE,00:50:56:35:35:35
srv-01632,dvPG-vlan14,10.10.5.14,TRUE,00:50:56:72:72:72
srv-01633,dvPG-vlan51,10.10.51.183,TRUE,00:50:56:d5:d5:d5
web-01634,dvPG-vlan33,10.30.56.181,TRUE,00:50:56:49:49:49
app-01635,dvPG-vlan40,10.20.3.228,TRUE,00:50:56:fa:fa:fa
db-01636,dvPG-vlan53,10.10.41.94,TRUE,00:50:56:ba:ba:ba
srv-01637,dvPG-vlan28,10.20.13.56,TRUE,00:50:56:15:15:15
app-01638,dvPG-vlan88,10.10.34.153,TRUE,00:50:56:ee:ee:ee
app-01639,dvPG-vlan15,10.20.35.195,TRUE,00:50:56:cc:cc:cc
app-01640,dvPG-vlan87,10.20.57.108,TRUE,00:50:56:fd:fd:fd
cache-01641,dvPG-vlan84,10.20.53.60,TRUE,00:50:56:8f:8f:8f
app-01642,dvPG-vlan65,10.10.16.103,TRUE,00:50:56:82:82:82
app-01643,dvPG-vlan49,10.20.27.6,TRUE,00:50:56:2d:2d:2d
srv-01644,dvPG-vlan40,10.20.8.220,TRUE,00:50:56:e8:e8:e8
srv-01645,dvPG-vlan20,10.10.44.111,TRUE,00:50:56:b5:b5:b5
app-01646,dvPG-vlan42,10.30.11.170,TRUE,00:50:56:74:74:74
web-01647,dvPG-vlan80,10.20.35.179,TRUE,00:50:56:cf:cf:cf
srv-01649,dvPG-vlan25,10.10.35.132,TRUE,00:50:56:bc:bc:bc
db-01650,dvPG-vlan12,10.10.13.141,TRUE,00:50:56:43:43:43
srv-01651,dvPG-vlan71,10.10.35.51,TRUE,00:50:56:49:49:49
srv-01652,dvPG-vlan61,10.20.52.133,TRUE,00:50:56:54:54:54
app-01653,dvPG-vlan73,10.10.48.60,TRUE,00:50:56:3f:3f:3f
db-01654,dvPG-vlan83,10.10.29.50,TRUE,00:50:56:81:81:81
app-01655,dvPG-vlan20,10.20.21.222,TRUE,00:50:56:06:06:06
app-01656,dvPG-vlan53,10.10.32.143,TRUE,00:50:56:42:42:42
app-01657,dvPG-vlan17,10.10.19.11,TRUE,00:50:56:25:25:25
srv-01658,dvPG-vlan19,10.30.55.107,TRUE,00:50:56:f9:f9:f9
srv-01659,dvPG-vlan33,10.10.19.85,TRUE,00:50:56:06:06:06
app-01661,dvPG-vlan80,10.20.35.235,TRUE,00:50:56:84:84:84
srv-01662,dvPG-vlan63,10.20.3.81,TRUE,00:50:56:95:95:95
app-01663,dvPG-vlan71,10.10.38.3,TRUE,00:50:56:4f:4f:4f
app-01664,dvPG-vlan20,10.10.58.205,TRUE,00:50:56:b4:b4:b4
app-01665,dvPG-vlan26,10.10.31.57,TRUE,00:50:56:2d:2d:2d
app-01666,dvPG-vlan34,10.10.18.149,TRUE,00:50:56:35:35:35
db-01667,dvPG-vlan27,10.20.34.76,TRUE,00:50:56:25:25:25
web-01668,dvPG-vlan42,10.20.46.109,TRUE,00:50:56:f6:f6:f6
app-01670,dvPG-vlan60,10.10.3.20,TRUE,00:50:56:0c:0c:0c
app-01671,dvPG-vlan62,10.20.54.180,TRUE,00:50:56:c6:c6:c6
app-01672,dvPG-vlan76,10.20.24.107,TRUE,00:50:56:2c:2c:2c
db-01674,dvPG-vlan68,10.10.51.229,TRUE,00:50:56:4f:4f:4f
db-01675,dvPG-vlan70,10.10.28.198,TRUE,00:50:56:c3:c3:c3
srv-01676,dvPG-vlan45,10.20.45.223,TRUE,00:50:56:a0:a0:a0
srv-01677,dvPG-vlan72,10.10.50.62,TRUE,00:50:56:28:28:28
web-01678,dvPG-vlan76,10.10.18.222,TRUE,00:50:56:39:39:39
srv-01679,dvPG-vlan41,10.20.19.66,TRUE,00:50:56:74:74:74
srv-01680,dvPG-vlan80,10.10.21.198,TRUE,00:50:56:0d:0d:0d
web-01681,dvPG-vlan42,10.10.49.110,TRUE,00:50:56:3b:3b:3b
app-01683,dvPG-vlan39,10.10.35.87,TRUE,00:50:56:89:89:89
web-01684,dvPG-vlan36,10.20.56.13,TRUE,00:50:56:c6:c6:c6
web-01685,dvPG-vlan22,10.10.14.96,TRUE,00:50:56:3f:3f:3f
app-01686,dvPG-vlan21,10.10.29.230,TRUE,00:50:56:61:61:61
app-01687,dvPG-vlan40,10.10.48.163,TRUE,00:50:56:7a:7a:7a
app-01688,dvPG-vlan37,10.20.60.217,TRUE,00:50:56:dc:dc:dc
srv-01689,dvPG-vlan54,10.10.1.111,TRUE,00:50:56:b8:b8:b8
srv-01690,dvPG-vlan45,10.20.37.7,TRUE,00:50:56:e6:e6:e6
app-01691,dvPG-vlan68,10.10.13.35,TRUE,00:50:56:6b:6b:6b
app-01692,dvPG-vlan48,10.10.14.95,TRUE,00:50:56:35:35:35
srv-01693,dvPG-vlan57,10.30.1.45,TRUE,00:50:56:77:77:77
app-01694,dvPG-vlan65,10.20.10.108,TRUE,00:50:56:2a:2a:2a
app-01695,dvPG-vlan52,10.10.58.153,TRUE,00:50:56:b7:b7:b7
srv-01696,dvPG-vlan88,10.10.28.46,TRUE,00:50:56:fe:fe:fe
srv-01697,dvPG-vlan12,10.10.50.215,TRUE,00:50:56:d7:d7:d7
app-01698,dvPG-vlan26,10.30.8.205,TRUE,00:50:56:e4:e4:e4
srv-01699,dvPG-vlan84,10.20.26.234,TRUE,00:50:56:d5:d5:d5
srv-01701,dvPG-vlan80,10.10.17.87,TRUE,00:50:56:57:57:57
app-01702,dvPG-vlan21,10.20.51.58,TRUE,00:50:56:22:22:22
db-01703,dvPG-vlan45,10.10.21.119,TRUE,00:50:56:1b:1b:1b
srv-01704,dvPG-vlan13,10.20.45.8,TRUE,00:50:56:04:04:04
app-01705,dvPG-vlan66,10.10.13.125,TRUE,00:50:56:c4:c4:c4
srv-01706,dvPG-vlan50,10.30.10.92,TRUE,00:50:56:26:26:26
app-01707,dvPG-vlan86,10.20.6.141,TRUE,00:50:56:04:04:04
app-01711,dvPG-vlan16,10.10.21.96,TRUE,00:50:56:72:72:72
app-01712,dvPG-vlan62,10.10.41.122,TRUE,00:50:56:55:55:55
app-01713,dvPG-vlan77,10.20.2.199,TRUE,00:50:56:94:94:94
app-01714,dvPG-vlan25,10.30.17.215,TRUE,00:50:56:66:66:66
srv-01715,dvPG-vlan70,10.30.36.244,TRUE,00:50:56:29:29:29
db-01716,dvPG-vlan41,10.20.5.104,TRUE,00:50:56:e0:e0:e0
app-01717,dvPG-vlan49,10.20.34.148,TRUE,00:50:56:f6:f6:f6
web-01718,dvPG-vlan77,10.20.47.187,TRUE,00:50:56:02:02:02
web-01719,dvPG-vlan90,10.20.19.244,TRUE,00:50:56:66:66:66
web-01720,dvPG-vlan57,10.10.15.186,TRUE,00:50:56:4a:4a:4a
app-01721,dvPG-vlan58,10.20.43.23,TRUE,00:50:56:2b:2b:2b
app-01722,dvPG-vlan38,10.30.59.237,TRUE,00:50:56:c5:c5:c5
mon-01723,dvPG-vlan27,10.10.18.86,TRUE,00:50:56:0c:0c:0c
web-01724,dvPG-vlan36,10.20.55.63,TRUE,00:50:56:e0:e0:e0
srv-01725,dvPG-vlan25,10.10.57.183,TRUE,00:50:56:25:25:25
web-01726,dvPG-vlan25,10.20.30.186,TRUE,00:50:56:dc:dc:dc
db-01727,dvPG-vlan38,10.10.26.166,TRUE,00:50:56:de:de:de
app-01728,dvPG-vlan73,10.30.40.196,TRUE,00:50:56:09:09:09
srv-01729,dvPG-vlan77,10.10.36.186,TRUE,00:50:56:ba:ba:ba
srv-01730,dvPG-vlan63,10.30.7.87,TRUE,00:50:56:b6:b6:b6
app-01731,dvPG-vlan73,10.10.22.122,TRUE,00:50:56:ec:ec:ec
app-01732,dvPG-vlan37,10.20.1.227,TRUE,00:50:56:4f:4f:4f
web-01733,dvPG-vlan83,10.20.56.136,TRUE,00:50:56:b1:b1:b1
app-01734,dvPG-vlan62,10.10.2.37,TRUE,00:50:56:bc:bc:bc
app-01735,dvPG-vlan53,10.10.29.72,TRUE,00:50:56:fa:fa:fa
web-01736,dvPG-vlan62,10.20.34.139,TRUE,00:50:56:b5:b5:b5
srv-01737,dvPG-vlan60,10.20.32.241,TRUE,00:50:56:81:81:81
web-01738,dvPG-vlan15,10.10.2.242,TRUE,00:50:56:20:20:20
srv-01739,dvPG-vlan13,10.10.53.225,TRUE,00:50:56:d1:d1:d1
web-01740,dvPG-vlan42,10.10.50.57,TRUE,00:50:56:c8:c8:c8
srv-01741,dvPG-vlan72,10.10.32.162,TRUE,00:50:56:09:09:09
web-01742,dvPG-vlan40,10.20.3.31,TRUE,00:50:56:1b:1b:1b
app-01743,dvPG-vlan80,10.10.20.62,TRUE,00:50:56:f3:f3:f3
mon-01744,dvPG-vlan23,10.20.8.15,TRUE,00:50:56:31:31:31
cache-01746,dvPG-vlan89,10.10.46.148,TRUE,00:50:56:91:91:91
srv-01747,dvPG-vlan80,10.10.19.214,TRUE,00:50:56:81:81:81
app-01749,dvPG-vlan32,10.10.40.221,TRUE,00:50:56:32:32:32
srv-01750,dvPG-vlan65,10.10.50.250,TRUE,00:50:56:f8:f8:f8
web-01751,dvPG-vlan25,10.30.26.165,TRUE,00:50:56:ce:ce:ce
web-01752,dvPG-vlan76,10.10.47.60,TRUE,00:50:56:64:64:64
srv-01754,dvPG-vlan82,10.30.8.38,TRUE,00:50:56:91:91:91
app-01756,dvPG-vlan71,10.10.54.5,TRUE,00:50:56:7a:7a:7a
srv-01757,dvPG-vlan53,10.20.21.148,TRUE,00:50:56:e9:e9:e9
srv-01758,dvPG-vlan49,10.10.38.205,TRUE,00:50:56:41:41:41
srv-01759,dvPG-vlan10,10.20.49.59,TRUE,00:50:56:6e:6e:6e
app-01760,dvPG-vlan59,10.20.4.31,TRUE,00:50:56:d5:d5:d5
db-01761,dvPG-vlan18,10.10.55.8,TRUE,00:50:56:0c:0c:0c
app-01762,dvPG-vlan16,10.10.55.190,TRUE,00:50:56:d7:d7:d7
web-01763,dvPG-vlan28,10.10.27.162,TRUE,00:50:56:15:15:15
app-01764,dvPG-vlan60,10.10.29.155,TRUE,00:50:56:57:57:57
app-01765,dvPG-vlan54,10.20.9.154,TRUE,00:50:56:69:69:69
app-01766,dvPG-vlan82,10.20.60.14,TRUE,00:50:56:74:74:74
web-01768,dvPG-vlan61,10.30.59.248,TRUE,00:50:56:4f:4f:4f
app-01769,dvPG-vlan20,10.20.11.175,TRUE,00:50:56:12:12:12
web-01771,dvPG-vlan49,10.10.35.77,TRUE,00:50:56:76:76:76
app-01772,dvPG-vlan22,10.10.26.132,TRUE,00:50:56:f2:f2:f2
web-01773,dvPG-vlan78,10.20.26.122,TRUE,00:50:56:59:59:59
app-01774,dvPG-vlan30,10.20.12.21,TRUE,00:50:56:02:02:02
app-01776,dvPG-vlan79,10.10.56.213,TRUE,00:50:56:44:44:44
app-01777,dvPG-vlan83,10.20.2.88,TRUE,00:50:56:86:86:86
srv-01778,dvPG-vlan25,10.10.26.176,TRUE,00:50:56:42:42:42
web-01779,dvPG-vlan11,10.10.10.222,TRUE,00:50:56:4b:4b:4b
app-01780,dvPG-vlan51,10.20.15.163,TRUE,00:50:56:ce:ce:ce
app-01782,dvPG-vlan68,10.10.9.147,TRUE,00:50:56:b9:b9:b9
srv-01783,dvPG-vlan79,10.20.40.157,TRUE,00:50:56:ea:ea:ea
app-01784,dvPG-vlan87,10.10.55.86,TRUE,00:50:56:af:af:af
db-01786,dvPG-vlan66,10.20.52.194,TRUE,00:50:56:59:59:59
app-01787,dvPG-vlan13,10.10.50.170,TRUE,00:50:56:e1:e1:e1
srv-01788,dvPG-vlan69,10.30.41.171,TRUE,00:50:56:0e:0e:0e
db-01789,dvPG-vlan26,10.10.32.185,TRUE,00:50:56:02:02:02
app-01790,dvPG-vlan10,10.10.21.176,TRUE,00:50:56:de:de:de
web-01791,dvPG-vlan56,10.20.43.231,TRUE,00:50:56:fa:fa:fa
srv-01792,dvPG-vlan25,10.20.2.174,TRUE,00:50:56:6e:6e:6e
app-01793,dvPG-vlan60,10.20.12.241,TRUE,00:50:56:17:17:17
web-01794,dvPG-vlan27,10.20.41.164,TRUE,00:50:56:93:93:93
app-01796,dvPG-vlan32,10.10.47.240,TRUE,00:50:56:65:65:65
srv-01797,dvPG-vlan38,10.10.15.224,TRUE,00:50:56:b8:b8:b8
app-01798,dvPG-vlan60,10.10.33.29,TRUE,00:50:56:aa:aa:aa
app-01799,dvPG-vlan88,10.30.36.85,TRUE,00:50:56:2d:2d:2d
app-01800,dvPG-vlan25,10.10.20.162,TRUE,00:50:56:a8:a8:a8
srv-01801,dvPG-vlan52,10.10.13.135,TRUE,00:50:56:7a:7a:7a
cache-01802,dvPG-vlan68,10.10.21.77,TRUE,00:50:56:81:81:81
app-01803,dvPG-vlan70,10.10.14.211,TRUE,00:50:56:f1:f1:f1
app-01805,dvPG-vlan77,10.10.8.180,TRUE,00:50:56:39:39:39
db-01806,dvPG-vlan54,10.10.33.136,TRUE,00:50:56:7b:7b:7b
web-01807,dvPG-vlan51,10.20.4.246,TRUE,00:50:56:13:13:13
srv-01808,dvPG-vlan73,10.10.11.37,TRUE,00:50:56:f4:f4:f4
app-01810,dvPG-vlan52,10.30.52.179,TRUE,00:50:56:b2:b2:b2
app-01811,dvPG-vlan19,10.10.38.167,TRUE,00:50:56:29:29:29
srv-01812,dvPG-vlan53,10.20.1.84,TRUE,00:50:56:4f:4f:4f
db-01813,dvPG-vlan59,10.10.34.136,TRUE,00:50:56:af:af:af
web-01814,dvPG-vlan66,10.20.28.116,TRUE,00:50:56:3c:3c:3c
app-01816,dvPG-vlan27,10.10.53.29,TRUE,00:50:56:8f:8f:8f
app-01817,dvPG-vlan21,10.20.41.80,TRUE,00:50:56:65:65:65
app-01818,dvPG-vlan69,10.10.14.185,TRUE,00:50:56:35:35:35
app-01819,dvPG-vlan33,10.10.30.47,TRUE,00:50:56:7e:7e:7e
srv-01820,dvPG-vlan27,10.30.18.125,TRUE,00:50:56:cc:cc:cc
app-01821,dvPG-vlan68,10.10.55.173,TRUE,00:50:56:af:af:af
web-01822,dvPG-vlan25,10.10.29.247,TRUE,00:50:56:a3:a3:a3
srv-01824,dvPG-vlan62,10.10.40.56,TRUE,00:50:56:db:db:db
srv-01825,dvPG-vlan40,10.20.41.79,TRUE,00:50:56:eb:eb:eb
db-01826,dvPG-vlan36,10.10.51.149,TRUE,00:50:56:97:97:97
app-01827,dvPG-vlan38,10.20.48.227,TRUE,00:50:56:e5:e5:e5
app-01828,dvPG-vlan73,10.10.17.149,TRUE,00:50:56:2e:2e:2e
web-01830,dvPG-vlan73,10.30.34.235,TRUE,00:50:56:5a:5a:5a
srv-01832,dvPG-vlan34,10.20.4.142,TRUE,00:50:56:c9:c9:c9
app-01833,dvPG-vlan74,10.20.57.121,TRUE,00:50:56:1b:1b:1b
db-01834,dvPG-vlan33,10.20.43.133,TRUE,00:50:56:f4:f4:f4
app-01835,dvPG-vlan35,10.30.53.198,TRUE,00:50:56:d9:d9:d9
app-01836,dvPG-vlan68,10.20.37.84,TRUE,00:50:56:e3:e3:e3
app-01837,dvPG-vlan83,10.30.50.40,TRUE,00:50:56:75:75:75
app-01838,dvPG-vlan75,10.10.31.72,TRUE,00:50:56:41:41:41
app-01839,dvPG-vlan85,10.10.6.55,TRUE,00:50:56:db:db:db
db-01840,dvPG-vlan68,10.10.14.42,TRUE,00:50:56:2c:2c:2c
web-01841,dvPG-vlan61,10.20.8.99,TRUE,00:50:56:f3:f3:f3
app-01842,dvPG-vlan77,10.10.22.171,TRUE,00:50:56:00:00:00
srv-01843,dvPG-vlan58,10.10.13.112,TRUE,00:50:56:74:74:74
app-01844,dvPG-vlan23,10.20.20.200,TRUE,00:50:56:cc:cc:cc
app-01845,dvPG-vlan27,10.10.26.162,TRUE,00:50:56:0e:0e:0e
srv-01846,dvPG-vlan12,10.10.25.34,TRUE,00:50:56:2f:2f:2f
srv-01847,dvPG-vlan10,10.10.51.18,TRUE,00:50:56:26:26:26
srv-01848,dvPG-vlan12,10.10.38.129,TRUE,00:50:56:4d:4d:4d
srv-01849,dvPG-vlan79,10.10.36.85,TRUE,00:50:56:8e:8e:8e
app-01850,dvPG-vlan29,10.10.57.192,TRUE,00:50:56:23:23:23
app-01851,dvPG-vlan17,10.20.36.128,TRUE,00:50:56:b8:b8:b8
app-01852,dvPG-vlan62,10.30.56.153,TRUE,00:50:56:4a:4a:4a
app-01853,dvPG-vlan90,10.30.21.68,TRUE,00:50:56:be:be:be
cache-01855,dvPG-vlan54,10.10.29.153,TRUE,00:50:56:1c:1c:1c
app-01856,dvPG-vlan69,10.10.9.216,TRUE,00:50:56:67:67:67
web-01857,dvPG-vlan36,10.10.8.11,TRUE,00:50:56:13:13:13
app-01858,dvPG-vlan72,10.10.49.243,TRUE,00:50:56:ab:ab:ab
app-01859,dvPG-vlan28,10.10.24.116,TRUE,00:50:56:4a:4a:4a
app-01861,dvPG-vlan45,10.10.24.250,TRUE,00:50:56:a6:a6:a6
db-01862,dvPG-vlan78,10.10.28.48,TRUE,00:50:56:ea:ea:ea
srv-01863,dvPG-vlan81,10.10.14.32,TRUE,00:50:56:7f:7f:7f
app-01864,dvPG-vlan42,10.10.53.209,TRUE,00:50:56:75:75:75
srv-01865,dvPG-vlan70,10.10.54.37,TRUE,00:50:56:a9:a9:a9
app-01866,dvPG-vlan18,10.10.41.152,TRUE,00:50:56:dd:dd:dd
srv-01867,dvPG-vlan43,10.10.3.7,TRUE,00:50:56:a6:a6:a6
cache-01868,dvPG-vlan32,10.20.21.202,TRUE,00:50:56:2a:2a:2a
app-01869,dvPG-vlan60,10.10.39.212,TRUE,00:50:56:e5:e5:e5
srv-01870,dvPG-vlan63,10.10.44.32,TRUE,00:50:56:43:43:43
web-01871,dvPG-vlan16,10.30.32.75,TRUE,00:50:56:d5:d5:d5
db-01872,dvPG-vlan75,10.20.14.190,TRUE,00:50:56:07:07:07
app-01874,dvPG-vlan17,10.30.7.24,TRUE,00:50:56:b9:b9:b9
srv-01875,dvPG-vlan79,10.10.58.241,TRUE,00:50:56:39:39:39
srv-01876,dvPG-vlan84,10.20.39.131,TRUE,00:50:56:cc:cc:cc
web-01877,dvPG-vlan90,10.30.35.130,TRUE,00:50:56:fc:fc:fc
cache-01878,dvPG-vlan27,10.30.20.138,TRUE,00:50:56:05:05:05
app-01879,dvPG-vlan57,10.20.29.250,TRUE,00:50:56:8f:8f:8f
web-01880,dvPG-vlan50,10.10.27.123,TRUE,00:50:56:4a:4a:4a
db-01881,dvPG-vlan20,10.10.6.197,TRUE,00:50:56:c2:c2:c2
srv-01882,dvPG-vlan74,10.10.36.233,TRUE,00:50:56:ed:ed:ed
app-01883,dvPG-vlan16,10.30.31.172,TRUE,00:50:56:c9:c9:c9
app-01884,dvPG-vlan24,10.10.51.150,TRUE,00:50:56:18:18:18
app-01885,dvPG-vlan80,10.10.58.208,TRUE,00:50:56:33:33:33
db-01886,dvPG-vlan60,10.30.55.208,TRUE,00:50:56:0c:0c:0c
app-01887,dvPG-vlan79,10.20.40.98,TRUE,00:50:56:18:18:18
app-01888,dvPG-vlan81,10.10.5.4,TRUE,00:50:56:3b:3b:3b
app-01889,dvPG-vlan45,10.10.53.163,TRUE,00:50:56:a1:a1:a1
db-01890,dvPG-vlan78,10.30.18.138,TRUE,00:50:56:01:01:01
app-01892,dvPG-vlan41,10.10.8.152,TRUE,00:50:56:72:72:72
app-01893,dvPG-vlan70,10.20.7.61,TRUE,00:50:56:03:03:03
srv-01895,dvPG-vlan88,10.10.10.33,TRUE,00:50:56:34:34:34
app-01896,dvPG-vlan61,10.20.51.147,TRUE,00:50:56:d5:d5:d5
srv-01897,dvPG-vlan26,10.30.50.134,TRUE,00:50:56:9e:9e:9e
srv-01899,dvPG-vlan88,10.20.35.110,TRUE,00:50:56:e9:e9:e9
app-01901,dvPG-vlan33,10.10.47.155,TRUE,00:50:56:07:07:07
app-01902,dvPG-vlan54,10.10.57.179,TRUE,00:50:56:1d:1d:1d
app-01903,dvPG-vlan81,10.10.35.194,TRUE,00:50:56:84:84:84
srv-01904,dvPG-vlan84,10.30.7.133,TRUE,00:50:56:c8:c8:c8
app-01905,dvPG-vlan27,10.10.42.148,TRUE,00:50:56:1f:1f:1f
app-01906,dvPG-vlan81,10.30.44.223,TRUE,00:50:56:9b:9b:9b
app-01908,dvPG-vlan50,10.10.29.202,TRUE,00:50:56:a6:a6:a6
srv-01909,dvPG-vlan57,10.10.55.202,TRUE,00:50:56:55:55:55
app-01910,dvPG-vlan23,10.20.22.76,TRUE,00:50:56:ac:ac:ac
web-01911,dvPG-vlan64,10.30.60.174,TRUE,00:50:56:ed:ed:ed
app-01912,dvPG-vlan70,10.10.29.111,TRUE,00:50:56:42:42:42
app-01913,dvPG-vlan22,10.10.12.73,TRUE,00:50:56:a3:a3:a3
app-01914,dvPG-vlan78,10.10.4.3,TRUE,00:50:56:0a:0a:0a
app-01915,dvPG-vlan20,10.10.36.34,TRUE,00:50:56:ac:ac:ac
app-01916,dvPG-vlan62,10.20.18.116,TRUE,00:50:56:24:24:24
srv-01917,dvPG-vlan36,10.10.11.15,TRUE,00:50:56:ff:ff:ff
db-01918,dvPG-vlan16,10.10.25.194,TRUE,00:50:56:35:35:35
web-01919,dvPG-vlan25,10.10.20.34,TRUE,00:50:56:b0:b0:b0
app-01921,dvPG-vlan24,10.20.55.227,TRUE,00:50:56:d5:d5:d5
app-01922,dvPG-vlan72,10.10.49.190,TRUE,00:50:56:8c:8c:8c
db-01924,dvPG-vlan79,10.20.23.184,TRUE,00:50:56:43:43:43
app-01925,dvPG-vlan34,10.10.22.184,TRUE,00:50:56:db:db:db
app-01926,dvPG-vlan52,10.10.18.161,TRUE,00:50:56:af:af:af
srv-01927,dvPG-vlan75,10.20.48.28,TRUE,00:50:56:4d:4d:4d
